Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
234,Levine Toilolo\ToilLe00,DET,27,TE,16,10,24,21,87.5%,263,12.5,1,39,1.3,16.4,0
235,Chris Carson\CarsCh00,SEA,24,RB,14,14,24,20,83.3%,163,8.2,0,27,1.4,11.6,3
236,Doug Martin\MartDo00,OAK,29,RB,16,9,24,18,75.0%,116,6.4,0,23,1.1,7.3,3
237,Josh Hill\HillJo02,NOR,28,TE,16,11,24,16,66.7%,185,11.6,1,23,1.0,11.6,0
238,Jordan Leggett\LeggJo00,NYJ,23,te,15,4,24,14,58.3%,114,8.1,1,16,0.9,7.6,0
239,Andre Holmes\HolmAn00,2TM,30,,15,3,24,13,54.2%,162,12.5,0,24,0.9,10.8,0
240,Travis Benjamin\BenjTr00,LAC,29,wr,12,3,24,12,50.0%,186,15.5,1,46,1.0,15.5,0
241,Andy Jones\JoneAn01,DET,24,wr,8,3,24,11,45.8%,80,7.3,1,15,1.4,10.0,0
242,Michael Floyd\FloyMi00,WAS,29,wr,13,3,24,10,41.7%,100,10.0,1,20,0.8,7.7,0
243,Chase Edmonds\EdmoCh00,ARI,22,,16,0,23,20,87.0%,103,5.2,0,13,1.3,6.4,1
244,Spencer Ware\WareSp00,KAN,27,rb,13,2,23,20,87.0%,224,11.2,0,31,1.5,17.2,0
245,Kapri Bibbs\BibbKa00,2TM,25,,12,0,23,16,69.6%,115,7.2,1,23,1.3,9.6,1
246,Darren Sproles\SproDa00,PHI,35,rb,6,2,23,15,65.2%,160,10.7,2,37,2.5,26.7,0
247,Hayden Hurst\HursHa00,BAL,25,,12,0,23,13,56.5%,163,12.5,1,32,1.1,13.6,0
248,Brandon Marshall\MarsBr00,SEA,34,wr,7,2,23,11,47.8%,136,12.4,1,27,1.6,19.4,0
249,Wayne Gallman\GallWa00,NYG,24,rb,15,2,22,14,63.6%,89,6.4,0,21,0.9,5.9,2
250,Justin Hardy\HardJu00,ATL,27,,16,0,22,14,63.6%,133,9.5,2,19,0.9,8.3,1
251,Alex Collins\CollAl00,BAL,24,RB,10,10,21,15,71.4%,105,7.0,1,24,1.5,10.5,3
252,Luke Stocker\StocLu00,TEN,30,TE,16,11,21,15,71.4%,165,11.0,2,31,0.9,10.3,0
253,Chris Ivory\IvorCh00,BUF,30,rb,13,1,21,13,61.9%,205,15.8,0,55,1.0,15.8,1
254,Keith Kirkwood\KirkKe00,NOR,25,wr,8,1,21,13,61.9%,209,16.1,2,42,1.6,26.1,0
255,Anthony Firkser\FirkAn00,TEN,23,,12,0,20,19,95.0%,225,11.8,1,28,1.6,18.8,0
256,Marshawn Lynch\LyncMa00,OAK,32,rb,6,6,20,15,75.0%,84,5.6,0,17,2.5,14.0,0
257,Rex Burkhead\BurkRe00,NWE,28,rb/wr,8,4,20,14,70.0%,131,9.4,1,25,1.8,16.4,2
258,Royce Freeman\FreeRo00,DEN,22,RB,14,8,20,14,70.0%,72,5.1,0,9,1.0,5.1,1
259,Damion Ratley\RatlDa00,CLE,23,wr,13,3,20,13,65.0%,144,11.1,0,27,1.0,11.1,0
260,Michael Roberts\RobeMi01,DET,24,te,8,2,20,9,45.0%,100,11.1,3,29,1.1,12.5,0
261,Tyler Eifert\EifeTy00,CIN,28,te,4,2,19,15,78.9%,179,11.9,1,29,3.8,44.8,0
262,Justin Jackson\JackJu01,LAC,23,rb,13,1,19,15,78.9%,135,9.0,0,19,1.2,10.4,0
263,Jaron Brown\BrowJa03,SEA,28,wr,16,2,19,14,73.7%,166,11.9,5,45,0.9,10.4,0
264,Luke Willson\WillLu00,DET,28,TE,14,8,19,13,68.4%,87,6.7,0,13,0.9,6.2,0
265,Dan Arnold\ArnoDa00,NOR,23,te,10,1,19,12,63.2%,150,12.5,1,25,1.2,15.0,1
266,Marcus Murphy\MurpMa03,BUF,27,rb,11,1,19,11,57.9%,26,2.4,0,8,1.0,2.4,1
267,Austin Seferian-Jenkins\SefeAu00,JAX,26,te,5,5,19,11,57.9%,90,8.2,1,21,2.2,18.0,0
268,Marvin Hall\HallMa02,ATL,25,,16,0,19,10,52.6%,149,14.9,1,47,0.6,9.3,0
269,Russell Shepard\ShepRu00,NYG,28,,12,0,19,10,52.6%,188,18.8,2,49,0.8,15.7,0
270,JJ Nelson\NelsJJ00,ARI,26,wr,14,2,19,7,36.8%,64,9.1,0,17,0.5,4.6,0
271,Derrick Henry\HenrDe00,TEN,24,RB,16,12,18,15,83.3%,99,6.6,0,21,0.9,6.2,1
272,Bilal Powell\PoweBi00,NYJ,30,rb,7,7,18,11,61.1%,110,10.0,1,28,1.6,15.7,2
273,Jordan Wilkins\WilkJo01,IND,24,rb,16,3,17,16,94.1%,85,5.3,0,17,1.0,5.3,2
274,Maxx Williams\WillMa04,BAL,24,te,13,6,17,16,94.1%,143,8.9,1,25,1.2,11.0,0
275,James Develin\DeveJa00,NWE,30,fb/rb/te,16,8,17,12,70.6%,61,5.1,0,11,0.8,3.8,0
276,Dalton Schultz\SchuDa00,DAL,22,te,11,7,17,12,70.6%,116,9.7,0,17,1.1,10.5,0
277,Logan Thomas\ThomLo00,BUF,27,te,12,3,17,12,70.6%,77,6.4,0,24,1.0,6.4,0
278,Brandon Powell\PoweBr00,DET,22,wr,6,1,17,11,64.7%,129,11.7,0,41,1.8,21.5,0
279,Andre Roberts*+\RobeAn00,NYJ,30,wr,16,1,17,10,58.8%,79,7.9,1,20,0.6,4.9,3
280,Frank Gore\GoreFr00,MIA,35,RB,14,14,16,12,75.0%,124,10.3,1,24,0.9,8.9,1
281,Brandon LaFell\LaFeBr00,OAK,32,wr,6,5,16,12,75.0%,135,11.3,2,24,2.0,22.5,0
282,Cody Latimer\LatiCo00,NYG,26,wr,6,2,16,11,68.8%,190,17.3,1,39,1.8,31.7,0
283,Carlos Hyde\HydeCa00,2TM,28,,14,7,16,10,62.5%,33,3.3,0,9,0.7,2.4,2
284,Jeff Wilson\WilsJe01,SFO,23,rb,6,2,15,12,80.0%,98,8.2,0,24,2.0,16.3,3
285,C.J. Ham\HamxC.00,MIN,25,rb/te,15,2,15,11,73.3%,85,7.7,0,17,0.7,5.7,0
286,Darius Jennings\JennDa00,TEN,26,,16,0,15,11,73.3%,101,9.2,0,36,0.7,6.3,0
287,LeGarrette Blount\BlouLe00,DET,32,RB,16,8,15,10,66.7%,67,6.7,0,23,0.6,4.2,2
288,Deontay Burnett\BurnDe00,NYJ,21,wr,5,1,15,10,66.7%,143,14.3,0,29,2.0,28.6,0
289,Eli Rogers\RogeEl00,PIT,26,wr,3,3,14,12,85.7%,79,6.6,0,17,4.0,26.3,1
290,Austin Carr\CarrAu00,NOR,25,wr,14,2,14,9,64.3%,97,10.8,2,25,0.6,6.9,0
291,Richie James\JameRi00,SFO,23,wr,13,2,14,9,64.3%,130,14.4,1,53,0.7,10.0,2
292,Scott Simonson\SimoSc00,NYG,26,te,16,4,14,9,64.3%,86,9.6,1,24,0.6,5.4,0
293,Will Dissly\DissWi00,SEA,22,te,4,4,14,8,57.1%,156,19.5,2,66,2.0,39.0,0
294,Eric Tomlinson\TomlEr01,NYJ,26,TE,15,12,14,8,57.1%,72,9.0,0,24,0.5,4.8,0
295,Ed Dickson\DickEd00,SEA,31,te,10,1,13,12,92.3%,143,11.9,3,42,1.2,14.3,0
296,Niles Paul\PaulNi00,JAX,29,te,6,1,13,10,76.9%,98,9.8,0,22,1.7,16.3,0
297,Tavon Austin\AustTa00,DAL,28,,7,0,13,8,61.5%,140,17.5,2,64,1.1,20.0,0
298,Jake Butt\ButtJa00,DEN,23,te,3,3,13,8,61.5%,85,10.6,0,22,2.7,28.3,0
299,Alfred Morris\MorrAl00,SFO,30,rb,12,1,13,8,61.5%,73,9.1,0,16,0.7,6.1,2
300,Josh Adams\AdamJo03,PHI,22,rb,14,5,13,7,53.8%,58,8.3,0,13,0.5,4.1,1
301,Mo Alie-Cox\AlieMo00,IND,25,te,9,1,13,7,53.8%,133,19.0,2,34,0.8,14.8,0
302,Justin Hunter\HuntJu00,PIT,27,,5,0,13,3,23.1%,21,7.0,0,12,0.6,4.2,0
303,Darren Fells\FellDa01,CLE,32,TE,16,11,12,11,91.7%,117,10.6,3,49,0.7,7.3,0
304,Corey Grant\GranCo00,JAX,27,rb,5,1,12,9,75.0%,67,7.4,0,16,1.8,13.4,0
305,Jermaine Gresham\GresJe00,ARI,30,TE,13,11,12,9,75.0%,94,10.4,0,26,0.7,7.2,1
306,Rashaad Penny\PennRa00,SEA,22,,14,0,12,9,75.0%,75,8.3,0,24,0.6,5.4,0
307,Rod Smith\SmitRo06,DAL,26,rb,16,1,12,9,75.0%,60,6.7,0,14,0.6,3.8,0
308,Derek Carrier\CarrDe00,OAK,28,te,16,2,12,7,58.3%,67,9.6,1,23,0.4,4.2,0
309,Auden Tate\TateAu00,CIN,21,,7,0,12,4,33.3%,35,8.8,0,15,0.6,5.0,0
310,Lee Smith\SmitLe00,OAK,31,te,16,4,11,10,90.9%,73,7.3,3,30,0.6,4.6,0
311,Kalen Ballage\BallKa00,MIA,23,,12,0,11,9,81.8%,56,6.2,0,31,0.8,4.7,1
312,MyCole Pruitt\PruiMy00,TEN,26,te,15,1,11,9,81.8%,102,11.3,1,27,0.6,6.8,0
313,Cameron Batson\BatsCa00,TEN,23,wr,11,2,11,8,72.7%,82,10.3,0,26,0.7,7.5,1
314,Blake Bell\BellBl00,JAX,27,te,10,4,11,8,72.7%,67,8.4,0,16,0.8,6.7,0
315,Jake Kumerow\KumeJa00,GNB,26,wr,5,2,11,8,72.7%,103,12.9,1,49,1.6,20.6,0
316,Sony Michel\MichSo00,NWE,23,RB,13,8,11,7,63.6%,50,7.1,0,13,0.5,3.8,1
317,Durham Smythe\SmytDu00,MIA,23,te,15,2,11,6,54.5%,50,8.3,0,21,0.4,3.3,0
318,Joshua Perkins\PerkJo02,PHI,25,te,9,1,11,5,45.5%,67,13.4,0,30,0.6,7.4,0
319,Dontrell Hilliard\HillDo00,CLE,23,,11,0,10,9,90.0%,105,11.7,0,24,0.8,9.5,0
320,Cameron Meredith\MereCa00,NOR,26,wr,6,1,10,9,90.0%,114,12.7,1,46,1.5,19.0,1
321,Trey Quinn\QuinTr00,WAS,23,wr,3,2,10,9,90.0%,75,8.3,1,15,3.0,25.0,0
322,Andy Janovich\JanoAn00,DEN,25,fb,16,7,10,8,80.0%,112,14.0,1,32,0.5,7.0,0
323,Taquan Mizzell\MizzTa00,CHI,25,wr,9,1,10,8,80.0%,78,9.8,1,26,0.9,8.7,0
324,Nick O'Leary\OLeaNi00,MIA,26,te,12,7,10,8,80.0%,86,10.8,1,19,0.7,7.2,0
325,Erik Swoope\SwooEr00,IND,26,te,7,2,10,8,80.0%,87,10.9,3,26,1.1,12.4,0
326,Zach Zenner\ZennZa00,DET,27,rb,8,1,10,7,70.0%,56,8.0,0,30,0.9,7.0,0
327,Brice Butler\ButlBr00,2TM,28,,8,1,10,6,60.0%,60,10.0,1,23,0.8,7.5,0
328,Russell Gage\GageRu00,ATL,22,,15,0,10,6,60.0%,63,10.5,0,22,0.4,4.2,0
329,Zach Line\LineZa01,NOR,28,fb,16,6,10,5,50.0%,14,2.8,2,5,0.3,0.9,0
330,Brian Parker\ParkBr00,DEN,26,te,13,1,10,5,50.0%,33,6.6,0,11,0.4,2.5,0
331,Vyncint Smith\SmitVy00,HOU,22,wr,7,1,10,5,50.0%,91,18.2,1,35,0.7,13.0,0
332,Logan Paulsen\PaulLo00,ATL,31,TE,15,10,9,9,100.0%,91,10.1,1,19,0.6,6.1,0
333,Elijhaa Penny\PennEl00,NYG,25,rb,14,3,9,8,88.9%,50,6.3,0,16,0.6,3.6,0
334,Anthony Sherman*\SherAn00,KAN,30,fb,16,1,9,8,88.9%,96,12.0,1,36,0.5,6.0,0
335,Ronald Jones\JoneRo01,TAM,21,,9,0,9,7,77.8%,33,4.7,0,15,0.8,3.7,0
336,Tommy Bohanon\BohaTo00,JAX,28,fb,16,6,9,6,66.7%,41,6.8,0,12,0.4,2.6,0
337,C.J. Anderson\AndeC.00,2TM,27,,11,3,9,5,55.6%,41,8.2,1,24,0.5,3.7,0
338,Rishard Matthews\MattRi00,2TM,29,,8,0,9,5,55.6%,24,4.8,0,7,0.6,3.0,0
339,Eric Saubert\SaubEr00,ATL,24,te,16,1,9,5,55.6%,48,9.6,0,17,0.3,3.0,0
340,Jeremy Sprinkle\SpriJe00,WAS,24,te/wr,16,9,9,5,55.6%,41,8.2,1,15,0.3,2.6,0
341,Antony Auclair\AuclAn00,TAM,25,TE,16,10,8,7,87.5%,48,6.9,0,12,0.4,3.0,0
342,Rashad Greene\GreeRa00,JAX,26,wr,8,1,8,6,75.0%,60,10.0,0,12,0.8,7.5,2
343,Xavier Grimble\GrimXa00,PIT,26,te,16,2,8,6,75.0%,86,14.3,0,23,0.4,5.4,1
344,David Grinnage\GrinDa00,JAX,24,te,4,2,8,6,75.0%,61,10.2,0,24,1.5,15.3,0
345,Marcus Johnson\JohnMa07,IND,24,,5,0,8,6,75.0%,102,17.0,1,34,1.2,20.4,0
346,Neal Sterling\SterNe00,NYJ,26,te,5,4,8,6,75.0%,47,7.8,0,12,1.2,9.4,0
347,Noah Brown\BrowNo00,DAL,22,wr,8,2,8,5,62.5%,54,10.8,0,22,0.6,6.8,0
348,Garrett Celek\CeleGa00,SFO,30,te,15,1,8,5,62.5%,90,18.0,2,41,0.3,6.0,0
349,Corey Coleman\ColeCo00,NYG,24,wr,8,1,8,5,62.5%,71,14.2,0,30,0.6,8.9,0
350,Mark Walton\WaltMa00,CIN,21,,14,0,8,5,62.5%,41,8.2,0,24,0.4,2.9,0
351,Jawill Davis\DaviJa07,NYG,23,,7,0,8,4,50.0%,40,10.0,0,22,0.6,5.7,0
352,Kevin White\WhitKe00,CHI,26,,9,0,8,4,50.0%,92,23.0,0,54,0.4,10.2,0
353,Matt Lengel\LengMa00,CIN,28,te,11,2,8,3,37.5%,17,5.7,1,9,0.3,1.5,0
354,T.J. Logan\LogaT.00,ARI,24,,10,0,7,7,100.0%,37,5.3,0,17,0.7,3.7,0
355,Kamar Aiken\AikeKa00,PHI,29,wr,5,1,7,6,85.7%,53,8.8,0,18,1.2,10.6,0
356,Kenneth Dixon\DixoKe00,BAL,24,,6,0,7,6,85.7%,51,8.5,0,21,1.0,8.5,2
357,Raheem Mostert\MostRa00,SFO,26,,9,0,7,6,85.7%,25,4.2,0,23,0.7,2.8,1
358,Malcolm Brown\BrowMa03,LAR,25,,12,0,7,5,71.4%,52,10.4,1,18,0.4,4.3,0
359,Tyler Conklin\ConkTy00,MIN,23,te,16,3,7,5,71.4%,77,15.4,0,33,0.3,4.8,0
360,Seth Devalve\DevaSe00,CLE,25,te,13,4,7,5,71.4%,74,14.8,1,26,0.4,5.7,0
361,Devonta Freeman\FreeDe00,ATL,26,rb,2,2,7,5,71.4%,23,4.6,0,14,2.5,11.5,0
362,Delanie Walker\WalkHu00,TEN,34,te,1,1,7,4,57.1%,52,13.0,0,16,4.0,52.0,0
363,Rico Gathers\GathRi00,DAL,24,te,15,4,7,3,42.9%,45,15.0,0,32,0.2,3.0,0
364,Taysom Hill\HillTa00,NOR,28,te/wr,16,4,7,3,42.9%,4,1.3,0,5,0.2,0.3,1
365,Dwayne Harris\HarrDw00,OAK,31,wr,15,1,6,6,100.0%,40,6.7,0,13,0.4,2.7,2
366,Darren Waller\WallDa01,OAK,26,,4,0,6,6,100.0%,75,12.5,0,44,1.5,18.8,0
367,Jay Ajayi\AjayJa00,PHI,25,rb,4,3,6,5,83.3%,20,4.0,0,12,1.3,5.0,1
368,Ray-Ray McCloud\McClRa00,BUF,22,fb,10,1,6,5,83.3%,36,7.2,0,16,0.5,3.6,2
369,David Morgan\MorgDa01,MIN,25,te,11,6,6,5,83.3%,36,7.2,0,13,0.5,3.3,0
370,Adam Shaheen\ShahAd00,CHI,24,te,6,4,6,5,83.3%,48,9.6,1,23,0.8,8.0,0
371,Keith Smith\SmitKe03,OAK,26,fb,16,3,6,5,83.3%,23,4.6,0,8,0.3,1.4,0
372,Tyler Kroft\KrofTy00,CIN,26,te,5,2,6,4,66.7%,36,9.0,0,16,0.8,7.2,0
373,Byron Marshall\MarsBy01,WAS,24,,6,0,6,4,66.7%,30,7.5,0,17,0.7,5.0,0
374,Roosevelt Nix\NixxRo01,PIT,26,,16,0,6,4,66.7%,38,9.5,0,19,0.3,2.4,0
375,Robert Tonyan\TonyRo00,GNB,24,te,16,1,6,4,66.7%,77,19.3,1,54,0.3,4.8,0
376,Jalen Tolliver\TollJa00,ARI,23,wr,3,1,6,3,50.0%,37,12.3,0,15,1.0,12.3,0
377,Jacob Hollister\HollJa03,NWE,25,wr,8,1,5,4,80.0%,52,13.0,0,23,0.5,6.5,0
378,Jesus Wilson\WilsJe00,TAM,23,,5,0,5,4,80.0%,52,13.0,0,25,0.8,10.4,0
379,Javon Wims\WimsJa00,CHI,24,,4,0,5,4,80.0%,32,8.0,0,16,1.0,8.0,0
380,Ben Braunecker\BrauBe00,CHI,24,te,15,2,5,3,60.0%,42,14.0,0,20,0.2,2.8,0
381,Orson Charles\CharOr00,CLE,27,te,13,2,5,3,60.0%,23,7.7,0,9,0.2,1.8,0
382,A.J. Derby\DerbA.00,MIA,27,,4,0,5,3,60.0%,48,16.0,1,19,0.8,12.0,0
383,Keith Ford\FordKe00,BUF,24,rb,2,1,5,3,60.0%,21,7.0,0,8,1.5,10.5,0
384,De'Anthony Thomas\ThomDe05,KAN,25,,5,0,5,3,60.0%,29,9.7,1,15,0.6,5.8,1
385,Derrick Willies\WillDe06,CLE,24,,5,0,5,3,60.0%,61,20.3,0,39,0.6,12.2,1
386,Shaun Wilson\WilsSh01,TAM,23,,5,0,5,3,60.0%,5,1.7,0,5,0.6,1.0,0
387,Alan Cross\CrosAl00,TAM,25,te,14,3,5,2,40.0%,9,4.5,0,6,0.1,0.6,0
388,Chris Manhertz\ManhCh00,CAR,26,te,16,4,5,2,40.0%,52,26.0,1,50,0.1,3.3,0
389,Nick Williams\WillNi02,2TM,28,,4,0,5,2,40.0%,17,8.5,0,11,0.5,4.3,0
390,Josh Malone\MaloJo00,CIN,22,,9,0,5,1,20.0%,12,12.0,0,12,0.1,1.3,0
391,Chad Beebe\BeebCh00,MIN,24,,3,0,4,4,100.0%,39,9.8,0,18,1.3,13.0,0
392,Nick Bellore\BellNi01,DET,29,fb,14,4,4,4,100.0%,15,3.8,0,8,0.3,1.1,0
393,Ameer Abdullah\AbduAm00,2TM,25,,10,0,4,3,75.0%,28,9.3,0,12,0.3,2.8,1
394,Dwayne Allen\AlleDw00,NWE,28,te/wr,13,8,4,3,75.0%,27,9.0,0,21,0.2,2.1,0
395,Cameron Artis-Payne\ArtiCa00,CAR,28,,9,0,4,3,75.0%,15,5.0,0,13,0.3,1.7,0
396,Patrick DiMarco\DiMaPa00,BUF,29,fb,16,5,4,3,75.0%,62,20.7,0,38,0.2,3.9,0
397,Marcedes Lewis\LewiMa00,GNB,34,te,16,4,4,3,75.0%,39,13.0,0,30,0.2,2.4,0
398,Ricky Ortiz\OrtiRi00,ATL,24,FB,12,9,4,3,75.0%,11,3.7,0,7,0.3,0.9,0
399,Samaje Perine\PeriSa00,WAS,23,,5,0,4,3,75.0%,5,1.7,0,8,0.6,1.0,0
400,Stevan Ridley\RidlSt00,PIT,29,,10,0,4,3,75.0%,18,6.0,0,10,0.3,1.8,2
401,Leonte Carroo\CarrLe00,MIA,24,,9,0,4,2,50.0%,94,47.0,1,74,0.2,10.4,0
402,Jeremy Kerley\KerlJe00,BUF,30,wr,1,1,4,2,50.0%,7,3.5,0,4,2.0,7.0,0
403,Jamize Olawale\OlawJa00,DAL,29,fb/rb/wr,16,4,4,2,50.0%,13,6.5,0,10,0.1,0.8,0
404,Dion Sims\SimsDi00,CHI,27,te,8,4,4,2,50.0%,9,4.5,0,9,0.3,1.1,0
405,Roc Thomas\ThomRo05,MIN,23,,5,0,4,2,50.0%,21,10.5,0,15,0.4,4.2,0
406,Victor Bolden\BoldVi00,2TM,23,,6,0,4,1,25.0%,10,10.0,0,10,0.2,1.7,0
407,Brandon Bolden\BoldBr00,MIA,28,,16,0,3,3,100.0%,13,4.3,1,9,0.2,0.8,1
408,Tyler Ervin\ErviTy00,HOU,25,,9,0,3,3,100.0%,35,11.7,0,19,0.3,3.9,1
409,Tommylee Lewis\LewiTo00,NOR,26,wr,7,3,3,3,100.0%,60,20.0,1,28,0.4,8.6,1
410,John Phillips\PhilJo00,ARI,31,te,8,4,3,3,100.0%,38,12.7,0,24,0.4,4.8,0
411,C.J. Prosise\ProsC.00,SEA,24,,5,0,3,3,100.0%,22,7.3,0,8,0.6,4.4,0
412,Brian Quick\QuicBr00,WAS,29,wr,6,3,3,3,100.0%,18,6.0,0,6,0.5,3.0,0
413,Darrel Williams\WillDa10,KAN,23,,6,0,3,3,100.0%,27,9.0,1,11,0.5,4.5,0
414,Mike Boone\BoonMi00,MIN,23,,8,0,3,2,66.7%,1,0.5,0,1,0.3,0.1,0
415,Jamaal Charles\CharJa00,JAX,32,,2,0,3,2,66.7%,7,3.5,0,5,1.0,3.5,0
416,Derrick Coleman\ColeDe00,ARI,28,fb,16,4,3,2,66.7%,17,8.5,0,12,0.1,1.1,0
417,Jordan Franks\FranJo03,CIN,22,,6,0,3,2,66.7%,37,18.5,0,32,0.3,6.2,0
418,KhaDarel Hodge\HodgKh00,LAR,23,,14,0,3,2,66.7%,17,8.5,0,14,0.1,1.2,0
419,John Kelly\KellJo00,LAR,22,,4,0,3,2,66.7%,27,13.5,0,18,0.5,6.8,0
420,Tre Madden\MaddTr01,SEA,25,fb,14,3,3,2,66.7%,35,17.5,0,28,0.1,2.5,0
421,J'Mon Moore\MoorJM00,GNB,23,,12,0,3,2,66.7%,15,7.5,0,10,0.2,1.3,1
422,Charone Peake\PeakCh00,NYJ,26,,13,0,3,2,66.7%,25,12.5,0,14,0.2,1.9,0
423,Malik Turner\TurnMa00,SEA,22,,6,0,3,2,66.7%,20,10.0,0,19,0.3,3.3,0
424,Hakeem Valles\VallHa00,DET,26,,3,0,3,2,66.7%,11,5.5,0,6,0.7,3.7,0
425,Joe Webb\WebbJo00,HOU,32,,16,0,3,2,66.7%,13,6.5,0,7,0.1,0.8,0
426,Charcandrick West\WestCh01,KAN,27,,3,0,3,2,66.7%,37,18.5,1,25,0.7,12.3,0
427,Terrance Williams\WillTe01,DAL,29,wr,3,2,3,2,66.7%,18,9.0,0,12,0.7,6.0,0
428,Gehrig Dieter\DietGe00,KAN,25,,4,0,3,1,33.3%,22,22.0,0,22,0.3,5.5,0
429,Shelton Gibson\GibsSh00,PHI,23,,15,0,3,1,33.3%,48,48.0,0,48,0.1,3.2,0
430,Justin Watson\WatsJu01,TAM,23,,12,0,3,1,33.3%,5,5.0,0,5,0.1,0.4,0
431,Ross Dwelley\DwelRo00,SFO,23,,11,0,2,2,100.0%,14,7.0,0,8,0.2,1.3,0
432,Gus Edwards\EdwaGu00,BAL,23,rb,11,6,2,2,100.0%,20,10.0,0,13,0.2,1.8,0
433,D'Onta Foreman\ForeDO00,HOU,22,,1,0,2,2,100.0%,28,14.0,1,20,2.0,28.0,1
434,Detrez Newsome\NewsDe00,LAC,24,,9,0,2,2,100.0%,19,9.5,0,11,0.2,2.1,0
435,De'Lance Turner\TurnDe01,BAL,23,,4,0,2,2,100.0%,17,8.5,0,10,0.5,4.3,0
436,Damiere Byrd\ByrdDa00,CAR,25,,8,0,2,1,50.0%,8,8.0,0,8,0.1,1.0,0
437,Jehu Chesson\ChesJe00,WAS,25,,12,0,2,1,50.0%,7,7.0,0,7,0.1,0.6,0
438,Sammie Coates\CoatSa00,HOU,25,,12,0,2,1,50.0%,12,12.0,0,12,0.1,1.0,0
439,River Cracraft\CracRi00,DEN,24,,8,0,2,1,50.0%,44,44.0,0,44,0.1,5.5,1
440,Benny Cunningham\CunnBe01,CHI,28,,15,0,2,1,50.0%,9,9.0,0,9,0.1,0.6,0
441,Keon Hatcher\HatcKe00,OAK,24,,3,0,2,1,50.0%,8,8.0,0,8,0.3,2.7,0
442,Ryan Hewitt\HewiRy00,IND,27,te/wr,12,2,2,1,50.0%,1,1.0,1,1,0.1,0.1,0
443,Darrius Heyward-Bey\HeywDa00,PIT,31,wr,14,2,2,1,50.0%,9,9.0,0,9,0.1,0.6,0
444,Brian Hill\HillBr02,ATL,23,,10,0,2,1,50.0%,9,9.0,0,9,0.1,0.9,1
445,Marcus Kemp\KempMa00,KAN,23,,16,0,2,1,50.0%,7,7.0,0,7,0.1,0.4,0
446,Darvin Kidsy\KidsDa00,WAS,23,,2,0,2,1,50.0%,8,8.0,0,8,0.5,4.0,0
447,Andrew Luck*\LuckAn00,IND,29,QB,16,16,2,1,50.0%,4,4.0,0,4,0.1,0.3,6
448,Bradley Sowell\SoweBr00,CHI,29,fb,16,1,2,1,50.0%,2,2.0,1,2,0.1,0.1,0
449,Robert Turbin\TurbRo00,IND,29,,2,0,2,1,50.0%,3,3.0,0,3,0.5,1.5,1
450,Dan Vitale\VitaDa00,GNB,25,,5,0,2,1,50.0%,2,2.0,0,2,0.2,0.4,0
451,Brandon Zylstra\ZylsBr00,MIN,25,,16,0,2,1,50.0%,23,23.0,0,23,0.1,1.4,0
452,Alex Armah\ArmaAl00,CAR,24,fb/wr,16,2,1,1,100.0%,5,5.0,0,5,0.1,0.3,0
453,Kenjon Barner\BarnKe00,2TM,28,,9,0,1,1,100.0%,3,3.0,0,3,0.1,0.3,1
454,Tom Brady*\BradTo00,NWE,41,QB,16,16,1,1,100.0%,6,6.0,0,6,0.1,0.4,4
455,Drew Brees*\BreeDr00,NOR,39,QB,15,15,1,1,100.0%,1,1.0,0,1,0.1,0.1,5
456,Michael Burton\BurtMi00,CHI,26,fb,8,1,1,1,100.0%,6,6.0,0,6,0.1,0.8,0
457,Travaris Cadet\CadeTr00,CAR,29,,1,0,1,1,100.0%,5,5.0,0,5,1.0,5.0,0
458,Derek Carr\CarrDe02,OAK,27,QB,16,16,1,1,100.0%,-9,-9.0,0,-9,0.1,-0.6,12
459,Kirk Cousins\CousKi00,MIN,30,QB,16,16,1,1,100.0%,-1,-1.0,0,-1,0.1,-0.1,9
460,Dane Cruikshank\CruiDa00,TEN,23,,12,0,1,1,100.0%,66,66.0,1,66,0.1,5.5,0
461,Sean Culkin\CulkSe00,LAC,25,TE,13,10,1,1,100.0%,24,24.0,0,24,0.1,1.8,0
462,Chase Daniel\DaniCh00,CHI,32,qb,5,2,1,1,100.0%,8,8.0,0,8,0.2,1.6,4
463,Dion Dawkins\DawkDi00,BUF,24,T,16,16,1,1,100.0%,7,7.0,1,7,0.1,0.4,0
464,Taylor Decker\DeckTa00,DET,25,T,16,16,1,1,100.0%,11,11.0,1,11,0.1,0.7,0
465,George Fant\FantGe00,SEA,26,t/te,16,7,1,1,100.0%,9,9.0,0,9,0.1,0.6,0
466,Matt Flanagan\FlanMa00,WAS,23,wr,3,1,1,1,100.0%,14,14.0,0,14,0.3,4.7,0
467,Nick Foles\FoleNi00,PHI,29,qb,5,5,1,1,100.0%,10,10.0,0,15,0.2,2.0,4
468,Mike Gillislee\GillMi00,NOR,28,,4,0,1,1,100.0%,9,9.0,0,9,0.3,2.3,1
469,Justin Hardee\HardJu01,NOR,24,,16,0,1,1,100.0%,10,10.0,0,10,0.1,0.6,0
470,Jeremy Hill\HillJe01,NWE,26,,1,0,1,1,100.0%,6,6.0,0,6,1.0,6.0,0
471,JJ Jones\JoneJJ00,2TM,26,,4,0,1,1,100.0%,3,3.0,0,3,0.3,0.8,2
